Time,Frequency Reference,Output Frequency,Output Current,Output Voltage,Output Power,DC Bus Voltage,Output Frequency After Soft-start,Peak Voltage Current,Regenerative Power  (kWh),Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling Fin Temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature,RPM Ref,RPM Out,Power Factor,Slip (%),Daya Semu (kVA),Efficiency (%),Daya Output Motor (kW),Torque (Nm),Load,Temperature (C),Lifetime,Anomaly_Score,Anomaly,Smoothed_Anomaly_Score,Filtered_Anomaly
751.228,48.16,48.16,81.88,371.0,38.4,588.0,48.16,199.8,0.0,400.0,49.9,947.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.7298251973791648,0.0,52.61533876590742,93.5,35.90400000000001,118.72325581395351,384.22934790464615,55.4,806349.4719327182,0.052041177041597164,1,0.15523548474788534,0
752.346,48.17,48.17,81.0,370.9,44.4,588.0,48.17,199.8,0.0,399.0,49.9,947.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8532582391187065,0.0,52.03582920671101,93.5,41.514,137.24526676354577,444.26518351474704,55.4,806349.4719327182,0.2091270232391118,1,0.15963724031623108,0
753.466,48.17,48.16,80.82,371.0,44.9,585.0,48.17,199.8,0.0,398.0,50.0,947.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8645556591638602,0.0207641196013414,51.93419246532287,93.5,41.9815,138.8196402616279,449.2681698155888,55.4,806349.4719327182,0.2091913988641006,1,0.16481201265831205,0
754.583,48.16,48.16,83.82,371.1,45.2,583.0,48.17,199.8,0.0,398.0,49.9,947.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8389560236568027,0.0,53.87648306401608,93.5,42.262,139.74716569767443,452.26996159609376,55.4,806349.4719327182,0.20141294666586002,1,0.1677075348480215,0
755.702,48.17,48.16,86.86,371.2,46.2,588.0,48.17,199.8,0.0,399.0,49.9,947.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8272819629909032,0.0207641196013414,55.84553038358461,93.5,43.197,142.83891715116278,462.2759341977772,55.5,800361.9325533354,0.1014558996856274,1,0.1645861773224914,0
756.82,48.16,48.16,83.82,371.1,44.1,592.0,48.16,199.8,0.0,400.0,50.0,947.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.8185389522846238,0.0,53.87648306401608,93.5,41.2335,136.3462390988372,441.2633917342419,55.5,800361.9325533354,0.20899662355201992,1,0.1646101290604027,0
757.938,48.16,48.16,81.79,371.0,42.1,588.0,48.16,199.8,0.0,400.0,50.0,947.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8010273609418916,0.0,52.55750558944269,93.5,39.3635,130.16273619186046,421.2514465308749,55.5,800361.9325533354,0.11974710115918075,1,0.163899165579724,0
759.057,48.17,48.17,82.14,371.0,42.0,588.0,48.17,199.8,0.0,400.0,49.9,947.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7957195986460656,0.0,52.78241238680551,93.5,39.27,129.82660369524598,420.25084927070657,55.5,800361.9325533354,0.12361101458672441,1,0.16310087151233224,0
760.178,48.16,48.17,80.51,371.0,44.8,585.0,48.17,199.8,0.0,398.0,49.9,947.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8659516625881714,0.0207598090097696,51.73498930194438,93.5,41.888,138.48171060826238,448.26757255542026,55.5,800361.9325533354,0.1504650773581534,1,0.16137667759030386,0
761.306,48.18,48.18,81.83,371.2,45.1,584.0,48.17,199.8,0.0,399.0,49.9,947.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8572261202146682,0.0,52.61155596694368,93.5,42.1685,139.3801084474886,451.2693643359255,55.5,800361.9325533354,0.17817109596087666,1,0.16064973436704497,0
762.429,48.18,48.18,85.18,371.3,44.9,582.0,48.16,199.8,0.0,398.0,49.9,947.0,36.0,2.23,-11.5,32.0,2890.8,2890.8,0.8196399698632264,0.0,54.78014939595061,93.5,41.98149999999999,138.76201484018262,449.26816981558864,55.5,800361.9325533354,0.16177056659163463,1,0.16029416818792439,0
763.551,48.15,48.16,85.53,371.1,44.8,589.0,48.17,199.8,0.0,399.0,50.0,947.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8149068346485348,0.0207641196013257,54.975609597533946,93.5,41.888,138.51046511627905,448.26757255542026,55.5,800361.9325533354,0.186789650537944,1,0.16103437019044975,0
764.678,48.17,48.17,82.1,371.1,42.0,590.0,48.17,199.8,0.0,400.0,50.0,947.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7958927554143862,0.0,52.77092888995133,93.5,39.27,129.82660369524598,420.25084927070657,55.5,800361.9325533354,0.12207305728717321,1,0.1582871346913563,0
765.8,48.18,48.18,82.05,371.1,39.1,588.0,48.17,199.8,0.0,399.0,49.9,947.0,37.0,2.23,-11.5,32.0,2890.8,2890.8,0.7413897719402441,0.0,52.73879068721689,93.5,36.55850000000001,120.83730022831053,391.23352872582456,55.5,800361.9325533354,-0.0011770944577330633,-1,0.15246271859089797,0
766.923,48.17,48.17,81.97,371.0,43.3,587.0,48.17,199.8,0.0,399.0,49.9,947.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.822050360805554,0.0,52.673171942372136,93.5,40.4855,133.84504619057503,433.2586136528952,55.5,800361.9325533354,0.16451061795826472,1,0.1513535881129568,0
768.048,48.17,48.17,80.91,371.1,44.9,588.0,48.17,199.8,0.0,399.0,49.9,947.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8633612612945889,0.0,52.00603966487164,93.5,41.9815,138.79082156944153,449.2681698155888,55.5,800361.9325533354,0.21642481985853212,1,0.1516210835484391,0
769.172,48.16,48.16,81.08,371.0,45.1,584.0,48.16,199.8,0.0,399.0,49.9,947.0,36.0,2.23,-11.5,32.0,2889.6,2889.6,0.865621958694156,0.0,52.10126608622097,93.5,42.1685,139.4379905523256,451.2693643359255,55.5,800361.9325533354,0.20397384622622072,1,0.15419376839402377,0
770.301,48.16,48.16,84.04,371.1,44.3,585.0,48.16,199.8,0.0,399.0,49.9,947.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8200986571657444,0.0,54.017891156047625,93.5,41.42049999999999,136.96458938953484,443.2645862545785,55.5,800361.9325533354,0.18927770777567654,1,0.15467766419233836,0
771.426,48.17,48.17,86.68,371.2,46.4,587.0,48.17,199.8,0.0,399.0,49.9,948.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8325886438475222,0.0,55.729801676826085,93.5,43.384,143.4274859871289,464.27712871811394,55.5,800361.9325533354,0.10051714594469241,1,0.15216951996216896,0
772.553,48.16,48.17,83.99,371.1,44.8,593.0,48.16,199.8,0.0,400.0,49.9,948.0,36.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8298485720620216,0.0207598090097696,53.98575295331317,93.5,41.888,138.48171060826238,448.26757255542026,55.5,800361.9325533354,0.21316066627559316,1,0.15352451747139612,0
773.683,48.17,48.17,81.61,371.1,42.4,587.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8082968699294831,0.0,52.45597450315381,93.5,39.644,131.0630475399626,424.25323831138,55.7,788519.9048831353,0.122408422595631,1,0.15231527356854033,0
774.818,48.16,48.16,82.36,371.0,43.4,586.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8200472085221072,0.0,52.92378237371928,93.5,40.579,134.18201308139535,434.2592109130635,55.6,794418.8535835735,0.1671223836730611,1,0.15200393489655134,0
775.953,48.15,48.16,80.47,371.0,44.8,587.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8663821095436024,0.0207641196013257,51.70928566796006,93.5,41.888,138.51046511627905,448.26757255542026,55.6,794418.8535835735,0.15716850750289718,1,0.15390753401331303,0
777.099,48.16,48.16,84.65,371.1,44.2,584.0,48.17,199.8,0.0,398.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8123510108015731,0.0,54.4099772294078,93.5,41.327000000000005,136.65541424418606,442.2639889944104,55.6,794418.8535835735,0.17218362340802562,1,0.15750151838143786,0
778.231,48.16,48.17,85.58,371.1,44.7,591.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8126128006968122,0.0207598090097696,55.00774780026838,93.5,41.7945,138.17259964708325,447.26697529525205,55.6,794418.8535835735,0.1844081607319894,1,0.15913788195288997,0
779.363,48.16,48.16,82.63,371.0,43.3,590.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8154843044321828,0.0,53.09728190311345,93.5,40.4855,133.87283793604652,433.2586136528952,55.6,794418.8535835735,0.16926983028516873,1,0.1588117595292102,0
780.502,48.17,48.16,82.76,371.0,42.1,587.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.7916388092247139,0.0207641196013414,53.1808187135625,93.5,39.3635,130.16273619186046,421.2514465308749,55.6,794418.8535835735,0.14577310892621065,1,0.1569290260936493,0
781.634,48.16,48.16,80.64,371.0,44.8,585.0,48.17,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8645556591638602,0.0,51.81852611239343,93.5,41.888,138.51046511627905,448.26757255542026,55.6,794418.8535835735,0.16229764914317035,1,0.15585421568636573,0
782.768,48.17,48.17,81.52,371.0,45.4,584.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8666767476308962,0.0,52.384006060048506,93.5,42.449,140.33637637533732,454.27115611643046,55.6,794418.8535835735,0.19318458473962924,1,0.1568267957937387,0
783.902,48.15,48.16,85.67,371.1,44.8,585.0,48.16,199.8,0.0,400.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8135751321056284,0.0207641196013257,55.06559656519038,93.5,41.888,138.51046511627905,448.26757255542026,55.6,794418.8535835735,0.1790361661633481,1,0.15881309264267937,0
785.037,48.16,48.17,84.92,371.1,44.3,591.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8116002254852704,0.0207598090097696,54.58352352417378,93.5,41.4205,136.9361558023666,443.26458625457866,55.6,794418.8535835735,0.18460164105756277,1,0.1632317747765449,0
786.172,48.17,48.17,82.14,371.1,42.5,588.0,48.17,199.8,0.0,399.0,49.9,948.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8049754764889351,0.0,52.79663945213888,93.5,39.7375,131.37215850114177,425.2538355715483,55.6,794418.8535835735,0.19509662545153167,1,0.16276409485029225,0
787.306,48.17,48.17,82.49,371.0,41.2,586.0,48.17,199.8,0.0,399.0,49.9,948.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7772511538803719,0.0,53.00731918416832,93.5,38.522000000000006,127.35371600581276,412.24607118936,55.6,794418.8535835735,0.17470392767363008,1,0.16161451247727657,0
788.441,48.16,48.16,80.33,370.9,45.0,587.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8720016086760596,0.0,51.60540938487773,93.5,42.075,139.12881540697674,450.268767075757,55.6,794418.8535835735,0.15756759475421545,1,0.16015300074688843,0
789.579,48.16,48.16,81.35,371.0,45.6,584.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8723138107457854,0.0,52.274765615615145,93.5,42.636,140.9838662790698,456.2723506367672,55.6,794418.8535835735,0.18234519051403575,1,0.16284931044116868,0
790.717,48.17,48.17,86.46,371.2,44.2,586.0,48.17,199.8,0.0,399.0,49.9,948.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7951305560057379,0.0,55.58835547967677,93.5,41.327,136.62704484118746,442.2639889944103,55.5,800361.9325533354,0.15021262064832108,1,0.16088984367771206,0
791.853,48.17,48.17,84.52,371.1,45.5,592.0,48.17,199.8,0.0,400.0,49.9,948.0,36.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8375299119082016,0.0,54.32641790229825,93.5,42.5425,140.64548733651648,455.2717533765989,55.2,818459.2648489719,0.1940336318089344,1,0.16336606136603718,0
792.993,48.17,48.17,81.97,371.0,39.3,588.0,48.16,199.8,0.0,400.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7461103736641633,0.0,52.673171942372136,93.5,36.7455,121.48060774340875,393.2347232461612,55.2,818459.2648489719,0.04794912161439335,1,0.1608439982669595,0
794.133,48.18,48.17,80.95,371.0,44.2,585.0,48.17,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8497102933054566,0.0207598090097539,52.01772927577193,93.5,41.327,136.62704484118746,442.2639889944103,55.4,806349.4719327182,0.14820482976829907,1,0.16076865668063103,0
795.271,48.17,48.16,81.08,371.1,45.9,585.0,48.17,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8807392758991762,0.0207641196013414,52.115309554168746,93.5,42.9165,141.91139171511628,459.2741424172722,55.4,806349.4719327182,0.1724584351252118,1,0.16057823465277551,0
796.41,48.17,48.16,86.81,371.1,46.6,587.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8351501794366688,0.0207641196013414,55.79834758753563,93.5,43.57099999999999,144.0756177325581,466.27832323845047,55.4,806349.4719327182,0.1481623984698811,1,0.16012462904871708,0
797.55,48.17,48.17,81.88,371.0,41.8,589.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.794445136730445,0.0,52.61533876590742,93.5,39.083,129.2083817728877,418.24965475037,55.4,806349.4719327182,0.10550571716227308,1,0.15741516460286137,0
798.688,48.15,48.16,81.92,371.0,42.6,585.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8092544915122656,0.0207641196013257,52.64104239989174,93.5,39.831,131.70861191860467,426.2544328317167,55.4,806349.4719327182,0.13186621462658998,1,0.15774160318084193,0
799.83,48.16,48.16,81.13,371.0,45.1,584.0,48.16,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8650884803515614,0.0,52.13339562870137,93.5,42.1685,139.4379905523256,451.2693643359255,55.4,806349.4719327182,0.18017003263315784,1,0.16378650741720496,0
800.975,48.17,48.17,85.53,371.1,45.1,588.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8203638000591277,0.0,54.975609597533946,93.5,42.16850000000001,139.40904349179988,451.2693643359255,55.4,806349.4719327182,0.19924275534174285,1,0.16494424532998758,0
802.114,48.17,48.17,81.97,371.1,40.3,588.0,48.17,199.8,0.0,400.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7648892008535936,0.0,52.68736956284179,93.5,37.6805,124.57171735520032,403.24069584784473,55.4,806349.4719327182,0.07060034068332277,1,0.16008342935748057,0
803.262,48.16,48.16,80.33,371.0,44.4,587.0,48.16,199.8,0.0,398.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8601430135737048,0.0,51.61932294901493,93.5,41.51400000000001,137.27376453488375,444.2651835147471,55.4,806349.4719327182,0.13547351495109772,1,0.15780008498164314,0
804.408,48.17,48.17,84.79,371.2,43.7,585.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8016193774498485,0.0,54.5146502558616,93.5,40.8595,135.0814900352917,437.2610026935685,55.5,800361.9325533354,0.15729671694099262,1,0.15673405195382034,0
805.551,48.17,48.17,83.68,371.1,45.0,591.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8366412253250619,0.0,53.786496096359656,93.5,42.075,139.0999325306207,450.268767075757,55.5,800361.9325533354,0.2003342637076057,1,0.16006128921258414,0
806.7,48.17,48.17,82.41,371.0,42.4,585.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8006660345514599,0.0,52.95591191619968,93.5,39.644,131.0630475399626,424.25323831138,55.5,800361.9325533354,0.1449021987099155,1,0.15778600696039485,0
807.846,48.17,48.17,80.78,371.0,46.0,586.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8861749019406737,0.0,51.90848883133855,93.5,43.01,142.19104214241227,460.27473967744055,55.4,806349.4719327182,0.16862581802026255,1,0.15932658680788256,0
808.991,48.17,48.17,86.99,371.1,44.7,585.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7994413551400527,0.0,55.91404511737961,93.5,41.7945,138.17259964708325,447.26697529525205,55.6,794418.8535835735,0.15477248167527952,1,0.15891492340795652,0
810.136,48.16,48.16,82.41,371.1,42.7,591.0,48.16,199.8,0.0,400.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8061138430592542,0.0,52.97018574690485,93.5,39.9245,132.0177870639535,427.2550300918851,55.4,806349.4719327182,0.1501561318053508,1,0.15868117755137162,0
811.285,48.17,48.17,82.8,371.1,44.1,585.0,48.18,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.828622403146101,0.0,53.220863728233496,93.5,41.2335,136.31793388000827,441.2633917342418,55.4,806349.4719327182,0.19248335504219066,1,0.15935783527251052,0
812.433,48.17,48.17,80.78,371.0,45.7,584.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.880395500406278,0.0,51.90848883133855,93.5,42.7295,141.2637092588748,457.2729478969355,55.4,806349.4719327182,0.16865500587435556,1,0.15883273011058935,0
813.582,48.17,48.17,86.28,371.2,46.3,587.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8346458910181564,0.0,55.47262677291826,93.5,43.2905,143.11837502594975,463.2765314579457,55.3,812381.8043318114,0.17720529521148592,1,0.15909724560813326,0
814.727,48.17,48.17,82.49,371.1,42.9,590.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8091041092765806,0.0,53.02160687127997,93.5,40.1115,132.6086023458584,429.2562246122217,55.3,812381.8043318114,0.15211766135026072,1,0.15930873068893495,0
815.877,48.17,48.17,81.61,370.9,43.6,587.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8316213890475641,0.0,52.42770396987267,93.5,40.76599999999999,134.77237907411248,436.2604054334001,55.3,812381.8043318114,0.15584527068032045,1,0.15909365140683993,0
817.028,48.16,48.16,80.86,371.0,45.4,583.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8737507848982272,0.0,51.9598960993072,93.5,42.449,140.3655159883721,454.2711561164305,55.3,812381.8043318114,0.1768354036363094,1,0.15854867870339595,0
818.182,48.17,48.17,85.53,371.1,43.5,588.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7912599845359657,0.0,54.975609597533946,93.5,40.67250000000001,134.46326811293338,435.25980817323193,55.3,812381.8043318114,0.14847869084472443,1,0.15753009619277517,0
819.333,48.17,48.17,81.66,371.1,39.4,588.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7506461552689817,0.0,52.48811270588825,93.5,36.839,121.7897187045879,394.2353205063295,55.3,812381.8043318114,0.04630088545417543,1,0.15292007100599558,0
820.483,48.17,48.16,81.08,370.9,44.7,587.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8581759163391903,0.0207641196013414,52.0872226182732,93.5,41.7945,138.20128997093025,447.26697529525205,55.3,812381.8043318114,0.16762317706025875,1,0.15200428939295313,0
821.631,48.17,48.17,83.11,371.2,45.4,583.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8496380932756149,0.0,53.43451565944873,93.5,42.449,140.33637637533732,454.27115611643046,55.3,812381.8043318114,0.19937430851821974,1,0.15282663542110614,0
822.788,48.16,48.17,83.86,371.1,44.4,592.0,48.16,199.8,0.0,400.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8237141573105792,0.0207598090097696,53.90219362620363,93.5,41.514,137.24526676354574,444.2651835147469,55.3,812381.8043318114,0.19805646584991654,1,0.1541762644576295,0
823.957,48.17,48.17,81.92,371.0,43.0,587.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8168531252353854,0.0,52.64104239989174,93.5,40.205,132.91771330703756,430.2568218723901,55.3,812381.8043318114,0.15302571579329605,1,0.15319894863360484,0
825.102,48.16,48.16,80.82,371.0,45.8,585.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8818852826214878,0.0,51.93419246532287,93.5,42.823,141.60221656976745,458.2735451571039,55.3,812381.8043318114,0.1677931417546456,1,0.15378496600381567,0
826.256,48.16,48.16,85.8,371.1,45.7,587.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8286618219369838,0.0,55.14915589229992,93.5,42.7295,141.29304142441862,457.2729478969356,55.3,812381.8043318114,0.18527888167802659,1,0.1534931409994521,0
827.413,48.17,48.17,81.35,371.1,39.4,590.0,48.17,199.8,0.0,400.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7535066384666876,0.0,52.28885584893472,93.5,36.839,121.7897187045879,394.2353205063295,55.3,812381.8043318114,0.02771445889697588,1,0.15281865224220478,0
828.574,48.16,48.16,80.6,371.0,45.4,587.0,48.17,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8765693358172538,0.0,51.7928224784091,93.5,42.44899999999999,140.36551598837207,454.2711561164304,54.3,875243.7219368907,0.1694784161431968,1,0.15352777178803476,0
829.729,48.16,48.16,85.8,371.2,45.5,584.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8248130315127393,0.0,55.16401688822887,93.5,42.5425,140.67469113372093,455.2717533765987,54.3,875243.7219368907,0.19255994386245545,1,0.1541978220792762,0
830.883,48.17,48.16,82.93,371.1,43.1,590.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8085632960561574,0.0207641196013414,53.30442305534304,93.5,40.2985,133.25448764534883,431.2574191325584,54.3,875243.7219368907,0.1673047692077017,1,0.15483590110387022,0
832.045,48.17,48.17,80.82,371.0,44.1,587.0,48.17,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8491515494237469,0.0,51.93419246532287,93.5,41.2335,136.31793388000827,441.2633917342418,55.2,818459.2648489719,0.1426267589424346,1,0.1560732691632089,0
833.203,48.17,48.17,84.39,371.2,44.6,584.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8220065476819867,0.0,54.25747535195377,93.5,41.701,137.8634886859041,446.2663780350837,55.2,818459.2648489719,0.1911127013201388,1,0.15804815205299388,0
834.364,48.17,48.16,82.54,371.1,43.6,590.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8218081483064834,0.0207641196013414,53.053745074014415,93.5,40.766,134.80036337209302,436.26040543340014,55.2,818459.2648489719,0.16400885781573654,1,0.15750944622574653,0
835.519,48.17,48.17,81.79,371.0,43.4,587.0,48.17,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8257621725624251,0.0,52.55750558944269,93.5,40.579,134.1541571517542,434.2592109130635,55.2,818459.2648489719,0.16148327644530053,1,0.15625079692919844,0
836.682,48.16,48.16,84.39,371.1,43.9,585.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8093231284842417,0.0,54.24285857518871,93.5,41.04650000000001,135.72788880813957,439.26219721390527,55.2,818459.2648489719,0.16202264092572288,1,0.15929820693727847,0
837.844,48.17,48.17,82.27,371.1,41.9,590.0,48.17,199.8,0.0,400.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7923570819942277,0.0,52.88019877924842,93.5,39.1765,129.51749273406682,419.2502520105382,55.2,818459.2648489719,0.12579881890313682,1,0.1589757170690131,0
839.008,48.16,48.17,80.47,371.0,45.5,588.0,48.16,199.8,0.0,398.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8799193300052212,0.0207598090097696,51.70928566796006,93.5,42.5425,140.64548733651648,455.2717533765989,55.2,818459.2648489719,0.15639145457146103,1,0.15894554165669536,0
840.167,48.17,48.16,86.46,371.1,45.4,588.0,48.17,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8169378911707749,0.0207641196013414,55.57338016839454,93.5,42.44899999999999,140.36551598837207,454.2711561164304,55.2,818459.2648489719,0.1897368549847896,1,0.15859229469926817,0
841.332,48.16,48.16,82.23,371.0,39.4,587.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7456437717122821,0.0,52.84024556327023,93.5,36.839,121.81500726744186,394.2353205063295,55.2,818459.2648489719,0.04726627202930034,1,0.15533776380991432,0
842.496,48.16,48.16,82.05,371.1,45.6,584.0,48.17,199.8,0.0,398.0,50.0,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8646387110095941,0.0,52.73879068721689,93.5,42.636,140.9838662790698,456.2723506367672,55.2,818459.2648489719,0.19967570514735566,1,0.1563727600474841,0
843.656,48.17,48.17,83.42,371.1,43.6,591.0,48.16,199.8,0.0,399.0,50.0,948.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8131388703094838,0.0,53.61937744214056,93.5,40.76599999999999,134.77237907411248,436.2604054334001,55.2,818459.2648489719,0.18468549661588451,1,0.15736986054550428,0
844.824,48.16,48.16,80.42,370.9,44.6,587.0,48.16,199.8,0.0,399.0,49.9,948.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8632832792927893,0.0,51.663226972885184,93.5,41.701,137.8921148255814,446.2663780350837,55.2,818459.2648489719,0.14665258563123063,1,0.1572530756730336,0
